YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW
2004,6,12,20,931.5,1007.6,26.6,21.2,18.4,61,21.1,27,6,12
2004,6,12,21,932.4,1008.8,25.4,20.6,18.1,64,20.8,32,6,7
2004,6,12,22,933.3,1010.2,23.6,20.5,17.3,67,19.7,32,6,11
2004,6,12,23,933.1,1009.4,26.2,21.2,18.7,63,21.7,27,4,8
2004,6,12,24,931.8,1008.1,25.2,20.6,18.2,65,20.9,27,4,5
2004,6,12,25,933.3,1009.9,25.8,21.4,19.2,67,22.2,32,4,11
2004,6,12,26,932,1008.7,25,21,19,69,22,32,4,8
2004,6,12,27,931.5,1007.9,25.2,21.2,19.2,69,22.2,32,4,11
2004,6,12,28,931.6,1007.9,25.8,21.4,19.2,67,22.2,32,2,12
2004,6,12,29,931.3,1007.4,26.2,22.2,20.3,70,23.8,32,4,8
2004,6,12,30,930.4,1006.6,25.6,21,18.7,65,21.6,32,4,13
2004,6,48,1,927.8,1002.1,32.2,25,22,55,26.4,27,2,7
2004,6,48,2,928.3,1002.8,31.6,24.6,21.6,55,25.9,32,2,5
2004,6,48,3,927.7,1002.2,32,24.6,21.4,54,25.5,9,2,5
2004,6,48,4,927.2,1001.7,31.2,23.6,20.1,52,23.5,32,2,4
2004,6,48,5,926.6,1001.3,30.8,24,,   ,   ,  ,   ,  
2004,6,48,6,927.1,1001.8,30.6,23.6,20.4,55,23.9,32,2,5
2004,6,48,7,926.7,1001.6,29.2,23.6,21.1,62,25,32,2,4
2004,6,48,8,924.7,1001,31.6,23.6,19.9,50,23.2,32,4,4
2004,6,48,9,927.3,1002,30.2,22.5,18.9,49,21.8,32,2,5
2004,6,48,10,926.7,1003.1,23.6,22.2,21.6,88,25.8,32,2,7
2004,6,48,11,925,999.9,29.6,23.6,20.9,60,24.7,32,2,6
2004,6,48,12,924.4,999.4,29.2,22.8,19.8,57,23,32,2,9
2004,6,48,13,924.8,1000,27.2,23.2,21.4,71,25.5,32,2,8
2004,6,48,14,924.5,999.7,27.6,22.2,19.6,62,22.8,32,2,8
2004,6,48,15,928.3,1003.3,29.6,22.8,19.6,55,22.8,23,2,6
2004,6,48,16,926.8,1000.5,31.6,23.8,19.9,50,23,32,4,5
2004,6,48,17,925.2,999.3,32.2,22.6,17.8,42,20.4,23,4,6
2004,6,48,18,926.6,1000.7,32.2,23.2,18.3,41,21,27,4,9
2004,6,48,19,926.5,1000.8,31.8,22.2,17.3,42,19.7,27,2,15
2004,6,48,20,928.5,1002.8,32.6,22.6,17.6,41,20,27,2,8
2004,6,48,21,929.6,1004.3,31.6,22.6,18.1,45,20.8,32,4,9
2004,6,48,22,930.1,1004.3,33.2,23.2,18.3,41,21,32,6,9
2004,6,48,23,928.1,1002.4,32.6,23.2,18.7,44,21.6,27,4,9
2004,6,48,24,929.1,1003.5,32.6,22.2,16.8,39,19.1,27,4,6
2004,6,48,25,928.9,1003.2,32.8,22.6,17.4,40,19.8,32,4,10
2004,6,48,26,928.1,1002.6,31.6,23,18.9,47,21.8,32,4,6
2004,6,48,27,928.3,1002.3,32.6,23.6,19.4,48,22.5,27,4,8
2004,6,48,28,927.3,1001.6,33.6,24.2,19.9,45,23,32,2,5
2004,6,48,29,927.6,1001.7,32.2,23.2,18.9,45,21.8,32,4,5
2004,6,48,30,926.9,1001,32.6,22.6,17.6,41,20.1,32,4,8
2004,7,12,1,930.2,1006.2,26.2,21.4,19,65,27,32,4,15
2004,7,12,2,928.3,1004.6,25,20.6,18.3,66,21,27,4,10
2004,7,12,3,927,1003.3,24.6,20.8,18.9,70,27.8,27,2,8
2004,7,12,4,927.8,1003.9,25.2,20.6,18.2,65,20.9,32,4,13
2004,7,12,5,928.9,1005.2,24.8,20.4,18.1,66,20.8,32,21,6
2004,7,12,6,930.6,1006.8,25.4,20.4,17.7,63,20.2,32,4,7
2004,7,12,7,929.8,1006,25.8,22.8,21.4,77,25.5,32,2,8
2004,7,12,8,931.3,1007.5,23.4,22,21.3,88,25.3,34,2,5
2004,7,12,9,930.5,1006,24.2,22.2,21.3,84,25.3,36,2,4
2004,7,12,10,929.8,1003.8,25.6,21.2,19,67,21.9,36,2,5
2004,7,12,11,929.9,1006.1,25.2,21.2,19.2,69,22.2,32,2,5
2004,7,12,12,929.8,1006.8,23,20.2,18.7,77,21.6,32,2,10
2004,7,12,13,930,1007,22.6,19.6,18,75,20.6,32,2,7
2004,7,12,14,928.1,1004.7,23.6,20.6,19.1,76,22.1,32,4,14
2004,7,12,15,927.7,1004,24.2,20.6,18.7,72,21.6,32,4,11
2004,7,12,16,927.9,1004.7,26.2,21.6,19.3,66,22.4,32,4,9
2004,7,12,17,929.4,1005.6,25.4,21.4,19.4,69,22.5,32,2,6
2004,7,12,18,929.9,1006.1,25.6,22.2,20.6,74,24.3,23,2,3
2004,7,12,19,929.8,1006,25.8,22,20.2,71,23.7,23,2,4
2004,7,12,20,929.2,1005.6,25.2,22.4,21.1,78,25,18,4,4
2004,7,12,21,929.8,1006.3,25.2,21,19,69,22,32,2,7
2004,7,12,22,930.2,1007.2,24,20.6,18.9,73,21.8,32,2,11
2004,7,12,24,928.5,1005.1,23.8,20.8,19.3,76,22.4,32,4,12
2004,7,12,25,938.3,1004.9,24,21,19.5,76,22.7,32,2,8
2004,7,12,26,928.4,1005,24,21,19.5,76,22.7,32,14,10
2004,7,12,27,928.7,1005,24.6,20.8,18.9,70,21.8,32,4,11
2004,7,12,28,928.2,1004.5,24.4,20.6,18.6,70,21.4,32,1,9
2004,7,12,29,929.5,1006.2,24,21,19.2,76,22.2,32,4,9
2004,7,12,30,930.7,1007.2,24.6,21,19.2,72,22.2,32,4,4
2004,7,12,31,932,1008.8,24,21,20,83,23.4,27,2,4
2004,7,48,1,926.3,1000.9,30.6,22.6,18.7,49,21.6,32,4,9
2004,7,48,2,924.9,999.6,30.6,22.2,18,47,20.7,32,4,5
2004,7,48,3,930,999.6,29.6,22.6,19.2,54,22.9,32,12,  
2004,7,48,4,925.3,999.9,30.3,22.6,18.7,49,21.6,32,2,7
2004,7,48,5,926.3,1000.9,30.6,21.6,16.8,44,19.1,32,2,6
2004,7,48,6,926.7,1000.8,32.6,22.6,17.6,41,20.2,32,2,5
2004,7,48,7,927,1001,33.2,23.6,19.1,43,22.1,32,2,4
2004,7,48,8,927.3,1001.8,31.2,24.2,21,55,25,36,2,5
2004,7,48,9,927.3,1003.3,26.6,23.2,21.7,74,25.9,23,2,2
2004,7,48,10,927.5,1003.4,28.6,23.2,20.7,62,24.4,36,2,4
2004,7,48,11,926.2,1001.3,28.2,22.6,19.5,61,23.2,32,2,4
2004,7,48,12,927.7,1003.3,25.6,22.6,21.2,77,25.2,32,2,6
2004,7,48,13,926.9,1002.8,25.6,21.6,19.6,70,22.8,32,2,6
2004,7,48,14,925.9,1001.5,26.6,21.6,19.1,64,21,32,2,6
2004,7,48,15,925,1000.4,27.2,21.6,18.8,60,21.7,32,2,4
2004,7,48,17,926.6,1001.2,30.2,23.6,20.6,57,24.3,32,2,4
2004,7,48,18,926.4,1000,34.2,24.2,19.6,42,22.8,23,2,4
2004,7,48,20,926.3,1000.6,31.2,22.6,18.4,46,21.1,23,2,6
2004,7,48,21,927.3,1001,30.2,22.6,18.9,51,21.8,23,2,4
2004,7,48,23,926.6,1001.7,28.4,21.6,18.1,54,20.8,32,2,7
2004,7,48,24,925.2,1000.6,28,23,20.7,65,24.4,32,4,11
2004,7,48,25,925.2,1000.8,26.6,22.6,20.7,70,24.4,32,2,10
2004,7,48,26,925.4,1000.8,28,21.6,18.4,56,21.2,32,14,10
2004,7,48,27,926.5,1002,23.6,22.6,22.2,92,26.7,32,4,10
2004,7,48,28,925.4,1000.3,29.8,22.2,18.4,52,21.2,32,4,10
2004,7,48,29,926.8,1002.2,27.6,22,19.3,60,22.4,27,2,9
2004,7,48,30,927.6,1003.1,27.6,23,20.9,67,24.7,32,2,8
2004,7,48,31,928.7,1004.2,27.6,22.8,20.6,66,24.3,27,2,10
2004,8,12,1,930.6,1007.3,23.2,20,18.4,75,21.2,32,4,7
2004,8,12,2,928.5,1004.8,24.4,20.4,18.3,69,21,27,4,11
2004,8,12,3,925.9,1002,24.4,21,19.3,73,22.4,32,8,13
2004,8,12,4,925.8,1001.2,24,21,19.5,76,22.7,27,8,19
2004,8,12,5,926.5,1002.4,26,21.4,19.1,66,22.1,27,4,6
2004,8,12,6,928.9,1005.2,25,21.4,19.6,72,22.8,27,2,7
2004,8,12,7,930.5,1007.2,24,21,19.5,76,22.7,27,7,8
2004,8,12,8,930.9,1007.4,24.6,20.6,18.5,69,21.3,27,4,7
2004,8,12,9,932.5,1009.1,24.6,20.6,18.5,69,21.3,32,24,8
2004,8,12,10,932.4,1009,24.6,21,19.2,72,22.2,32,23,11
2004,8,12,11,931.5,1008.3,24,20.2,18.2,70,20.9,32,24,8
2004,8,12,12,931,1007.3,25,21.4,18.4,63,21.2,27,24,7
2004,8,12,13,931.3,1007.9,24.6,20.8,18.9,70,21.8,27,21,8
2004,8,12,14,931,1007.6,24.2,20.4,18.4,70,21.2,27,24,9
2004,8,12,15,931,1007.6,25,20.8,18.6,68,21.4,32,4,5
2004,8,12,16,930.5,1006.7,25.6,20.6,18,63,20.6,27,3,11
2004,8,12,17,931.8,1008.4,24,20.2,18.2,70,21,27,26,12
2004,8,12,18,932.8,1009.1,25.8,21,18.5,64,21.3,36,6,7
2004,8,12,19,931.8,1008.4,25,21,19,69,22,27,6,9
2004,8,12,20,930.1,1006.6,25,20.6,18.3,66,21,32,8,14
2004,8,12,21,929.8,1006.3,24.6,20.6,18.5,69,21.3,27,9,10
2004,8,12,22,930.3,1006.5,25.6,20.6,18,63,20.6,32,8,9
2004,8,12,23,932.1,1008.4,26,21,18.4,63,21.2,32,8,8
2004,8,12,24,933.3,1009.9,25.6,20.4,17.6,61,20.1,32,6,10
2004,8,12,25,932.8,1009.1,25.8,20.6,17.9,62,20.5,32,27,7
2004,8,12,26,931.6,1008.2,24.6,20,17.9,66,20.5,27,4,7
2004,8,12,27,930.9,1007.1,26,20.6,17.7,60,20.2,27,6,9
2004,8,12,28,930.8,1007.3,24.6,20,17.5,65,20,32,8,5
2004,8,12,29,931.8,1008.4,24.6,20.6,18.5,69,21.3,32,6,9
2004,8,12,30,931.1,1007.8,25,20.4,18,65,20.6,32,8,6
2004,8,12,31,931.6,1008.2,24.8,20.2,17.7,65,20.2,32,50,20
2004,8,48,1,927,1002.3,28.6,20.6,16.2,47,18.4,27,4,2
2004,8,48,2,925,999.9,29.6,21,16.3,45,18.5,0,0,10
2004,8,48,3,923.7,999.4,25.6,21.6,19.6,70,22.8,32,86,10
2004,8,48,4,923.3,998.5,27.6,22.4,19.9,63,23.2,27,24,12
2004,8,48,5,925.1,1001.2,25,22.4,21.2,79,25.2,29,2,8
2004,8,48,6,926.4,1001,30.6,22.6,18.7,49,21.6,27,22,8
2004,8,48,7,928,1003.5,28,22,19,58,22,32,4,8
2004,8,48,8,928.5,1003.8,28.8,22.6,19.6,58,22.8,27,4,10
2004,8,48,10,929.8,1005.2,28.8,21.6,17.9,52,20.5,32,2,8
2004,8,48,11,927.8,1002.8,30,21.4,16.8,45,19.1,32,24,12
2004,8,48,12,928.3,1004.4,26,22.6,21,74,24,27,21,12
2004,8,48,13,927.8,1003.3,27.6,22.8,20.6,66,24.3,27,22,8
2004,8,48,14,928.7,1004.8,26,21.6,19.4,67,22.5,32,6,0
2004,8,48,15,927.5,1002.8,25.6,20,17.1,56,22.1,32,4,9
2004,8,48,16,927.8,1002.8,29.8,21.8,17.7,48,20.2,27,24,15
2004,8,48,17,928.8,1003.5,30.6,22.6,18.7,49,21.6,27,4,13
2004,8,48,18,929.7,1004.9,30,22.6,19,52,22,32,4,19
2004,8,48,19,928,1003,29.6,22,18.2,50,20.9,32,24,11
2004,8,48,20,926.9,1001.8,29.4,22,18.3,51,21,32,8,11
2004,8,48,21,926.3,1001.2,29.6,22.2,18.5,51,21.3,23,26,14
2004,8,48,22,928,1003,30,22,17.9,48,20.5,14,68,15
2004,8,48,23,929,1003.9,31,22.2,17.7,45,20.2,32,26,14
2004,8,48,24,929.6,1004.5,30.6,22,17.6,48,20.1,32,86,  
2004,8,48,25,927.2,1003.9,31.2,21.6,16.5,41,18.8,32,26,4
2004,8,48,26,928.2,1002.6,31.6,21,15,37,17,27,4,12
2004,8,48,27,926.9,1001.2,31.4,22,17.1,42,19.5,32,4,12
2004,8,48,28,927.7,1002.4,31.2,22,17.2,43,19.6,36,4,14
2004,8,48,29,927.6,1002.3,30.2,21.6,17.1,45,19.5,32,4,13
2004,8,48,30,928.1,1002.8,31,21.6,16.6,42,18.9,32,3,15
2004,8,48,31,927.9,1002.6,30.8,21,15,40,17.7,32,4,11
2004,9,12,1,931.2,1007.5,25.2,20.2,17.5,62,20,32,8,10
2004,9,12,2,931.5,1007.6,26.8,21,18,58,20.6,32,4,21
2004,9,12,3,933.3,1010.1,24.4,21,19.3,73,22.4,18,6,4
2004,9,12,4,932.4,1009.6,22.6,21.4,20.8,82,24.1,14,4,5
2004,9,12,5,939.5,1006.5,23.6,21.6,20.6,84,24.3,36,4,5
2004,9,12,6,929.3,1006,23.6,20.4,18.7,74,21.5,27,4,5
2004,9,12,7,931.1,1008.3,22.6,20.4,19.3,82,22.4,27,4,1
2004,9,12,8,932.3,1009.1,23.4,20.2,18.5,74,21.3,27,4,3
2004,9,12,9,931.6,1008.2,23.8,20.6,19,74,22,23,2,3
2004,9,12,10,932.4,1009.2,23.4,20,18.2,73,20.9,23,4,4
2004,9,12,11,932.3,1009.7,21.6,19.4,18.2,81,20.9,32,4,10
2004,9,12,12,932.2,1009,23.4,20,18.2,73,20.9,36,6,8
2004,9,12,13,933.7,1010.5,24.6,20.6,18.5,69,21.3,27,2,4
2004,9,12,14,933.7,1010.9,27,22.6,20.5,68,24.1,5,4,2
2004,9,12,15,932.4,1009.2,23.8,22,21.2,85,25.2,27,2,3
2004,9,12,16,932.3,1009.1,23.8,21.4,20.2,80,23.7,36,4,5
2004,9,12,17,932.8,1009.1,25.6,22,20.3,72,23.8,32,4,1
2004,9,12,18,932,1008.1,26.4,23,21.5,74,25.6,36,4,7
2004,9,12,19,930.6,1007.1,25,21.6,19.9,74,23,36,4,3
2004,9,12,20,931.7,1008.5,24,21.6,20.4,76,24,27,4,3
2004,9,12,21,931.8,1008.4,24.2,21.8,20.7,81,24.4,36,4,2
2004,9,12,22,931.7,1008.3,24.8,22,20.7,78,24.4,32,4,2
2004,9,12,23,931.5,1007.8,25.2,23,22,83,26.4,18,4,2
2004,9,12,24,932.5,1009.3,23.4,22.6,22.2,93,26.8,14,   ,1
2004,9,12,25,932.5,1009.3,24,22,21.1,84,25,18,4,7
2004,9,12,26,934.2,1010.8,25.4,22,20.6,76,24.3,14,2,4
2004,9,12,27,934,1011.9,24,21.6,20.4,81,24,18,4,2
2004,9,12,28,932.1,1008.9,23.2,21.6,20.8,87,24.7,18,4,1
2004,9,12,29,932.7,1009.5,24,22,21.1,84,25,18,4,2
2004,9,12,30,935,1012,25,22.6,21.5,81,25.6,18,2,2
2004,9,48,1,927.3,1002,30.8,21,15.6,40,17.7,32,4,12
2004,9,48,2,928,1002.3,32.6,22.6,17.6,41,20.1,32,4,8
2004,9,48,3,928.1,1004.2,26,22.4,20.7,73,24.4,18,24,8
2004,9,48,4,927.3,1002.8,27.6,22.8,20.6,66,24.3,36,4,9
2004,9,48,5,936.1,1001.5,27.4,22.6,20.3,65,23.8,36,4,9
2004,9,48,6,927.5,1003,27.6,22,19.3,60,22.4,27,4,8
2004,9,48,7,928.4,1003.9,28,22.4,19.7,61,22.9,27,4,8
2004,9,48,8,928.7,1004.2,28,22.6,20,62,23.4,27,4,5
2004,9,48,9,928.2,1004.5,25,22,0.6,76,24.3,27,4,10
2004,9,48,10,929.9,1006.6,23.6,22,21.3,87,25.3,27,4,10
2004,9,48,11,928.5,1004.6,25.6,21.6,19.6,70,22.8,36,4,12
2004,9,48,12,928,1004.4,27.8,22,19.1,59,22.1,27,4,12
2004,9,48,13,930.8,1006.5,28,22.4,19.7,61,21.6,27,4,11
2004,9,48,14,929.1,1004.3,29.4,23,20,57,23.4,36,2,8
2004,9,48,15,928.6,1004.1,27.6,23.6,21.8,71,27.1,27,2,10
2004,9,48,16,929.3,1004.7,28.6,22.2,19.1,56,22.1,36,4,7
2004,9,48,17,929.2,1004,28.8,23,20.4,61,24,27,2,5
2004,9,48,18,927.2,1002.2,29.2,23.2,20.4,59,24,36,4,7
2004,9,48,19,926.9,1001.8,29.4,22.4,19,54,22,9,4,9
2004,9,48,20,927.6,1003.1,28,22.6,20,62,23.4,27,4,6
2004,9,48,21,927.4,1002.7,28.2,23.2,20.9,65,24.7,32,4,5
2004,9,48,22,928.5,1003.5,29.2,23.4,20.8,60,24.6,32,4,4
2004,9,48,23,929.5,1006,24.8,22.4,21.3,81,25.3,18,4,5
2004,9,48,24,928,1004.3,25,22.6,21.5,81,25.6,14,2,2
2004,9,48,25,928.7,1004.2,27.8,23,20.8,66,24.6,18,4,4
2004,9,48,26,929.5,1005.2,27.4,22.6,20.3,65,23.8,14,2,8
2004,9,48,27,929.7,1005.9,23,22,20.4,70,23.5,18,2,7
2004,9,48,28,928.8,1005.1,25,21.6,19.9,74,23.2,18,4,7
2004,9,48,29,930.5,1006.5,28,22.6,20.5,64,24.1,14,2,7
2004,9,48,30,931.4,1008,25,21.6,19.9,74,23,14,4,5
2004,10,12,1,935.5,1012.7,24,21.6,20.4,81,24,32,4,2
2004,10,12,2,933.6,1010.7,23.4,21,19.8,80,23.1,32,4,3
2004,10,12,3,930.7,1007.7,22.8,20.8,19.8,84,23.1,36,4,5
2004,10,12,4,931.7,1008.5,23.4,21,19.8,80,23.1,32,4,7
2004,10,12,5,931.3,1008.1,24,20.4,18.5,71,21.3,36,4,9
2004,10,12,6,932.8,1009.4,23.4,20,18.2,73,20.9,32,2,0
2004,10,12,7,933.4,1010.5,23.2,19.6,17.6,71,20.1,32,1,5
2004,10,12,8,933.7,1010.8,24,20,17.9,69,20.5,0,0,2
2004,10,12,9,934.5,1011.3,25,20,17.3,62,19.7,18,4,2
2004,10,12,10,935.7,1012.4,26,21.2,18.8,64,21.7,36,3,2
2004,10,12,11,935.1,1011.8,26,22,20.1,70,23.5,18,4,3
2004,10,12,12,935.3,1012.5,23.6,22,21.3,87,25.3,18,4,3
2004,10,12,13,935.3,1012.3,24.8,22,20.7,78,24.4,18,2,2
2004,10,12,14,935.9,1012.9,25,22,20.6,76,24.3,32,2,3
2004,10,12,15,935.9,1012.9,25,21.6,19.9,74,23,9,2,4
2004,10,12,16,935.3,1012.5,24,22.6,22,88,26.3,18,4,3
2004,10,12,17,935.6,1012.8,23.4,21.4,20.4,83,24,9,2,1
2004,10,12,18,935.3,1012.5,23.6,21.8,21,85,24.9,9,4,2
2004,10,12,19,935.6,1013.4,22,20.6,19.9,88,23.2,5,2,3
2004,10,12,20,938.7,1011.7,23,20.6,19.4,80,22.5,9,2,2
2004,10,12,21,935.4,1012.6,23.6,20.6,19.1,76,22.1,36,2,3
2004,10,12,22,936.5,1014,23,21,20,83,23.4,9,2,2
2004,10,12,23,936.1,1013.6,23,21,20,83,23.4,5,2,2
2004,10,12,24,935.7,1013.2,22.8,21.4,20.7,88,24.4,5,4,3
2004,10,12,25,936.5,1014,22.4,20.8,20,86,23.4,9,2,5
2004,10,12,26,936.9,1014.1,23.4,21,19.8,80,23.1,9,3,1
2004,10,12,27,936.5,1014,23,21.4,20.6,87,24.3,5,2,2
2004,10,12,28,934.8,1012.1,22.2,20.6,19.8,86,23.1,5,2,1
2004,10,12,29,935.3,1013.1,21.6,20.2,19.5,88,22.7,5,4,4
2004,10,12,30,935.4,1013.2,20.2,20,19.8,96,29.1,5,1,5
2004,10,12,31,935.5,1013.5,21.2,20.4,20,93,23.4,18,2,3
2004,10,48,1,931.6,1007.7,23.4,22.6,21.3,78,25.3,36,2,8
2004,10,48,2,929.5,1005.7,25.4,22.6,21.3,78,25.3,36,2,7
2004,10,48,3,928.7,1004.8,25.6,22.4,20.9,75,24.7,36,4,6
2004,10,48,4,928.1,1003.9,27,22,19.6,64,22.8,36,1,18
2004,10,48,5,928.3,1004.1,27,22,19.6,64,22.8,32,4,6
2004,10,48,6,929.8,1005.5,27.4,22,19.4,62,22.5,32,10,5
2004,10,48,7,929.9,1005.9,27,22,19.6,64,22.8,0,0,6
2004,10,48,8,930.7,1006.1,28.8,22,18.6,54,21.4,32,2,5
2004,10,48,9,932.1,1007.7,28.8,23,20.3,60,23.8,36,2,9
2004,10,48,10,932.1,1007.4,29.2,22,18.4,52,21.2,36,4,8
2004,10,48,11,932,1007.8,27.2,22.6,20.4,67,24,18,4,8
2004,10,48,12,931.7,1007.3,28.6,21.6,18,53,20.6,14,2,6
2004,10,48,13,931.2,1006.3,30,22.8,19.1,51,22,18,2,5
2004,10,48,14,931.1,1006.2,30.2,24,19.6,52,22.8,32,5,  
2004,10,48,15,931.8,1007.6,28,22,19,58,22,9,4,4
2004,10,48,16,932.5,1009.7,23,22,21.5,91,25.6,18,2,5
2004,10,48,17,932,1008.1,27,22.6,20.5,68,24.1,32,2,5
2004,10,48,18,933.3,1010.6,23,21.6,20.9,88,24.7,0,0,5
2004,10,48,19,932.1,1008.7,25,22,20.6,76,24.3,9,2,3
2004,10,48,20,936.2,1008,26,21.6,19.4,67,22.5,18,4,6
2004,10,48,21,931.9,1007.7,28.6,22.6,20,62,23.4,5,2,6
2004,10,48,22,933.2,1010.3,24,21,19.5,69,22.7,9,2,7
2004,10,48,23,932.3,1009.1,23.2,20,18.4,75,21.2,9,4,5
2004,10,48,24,931.7,1008.5,28,21.6,18.4,56,21.2,9,2,7
2004,10,48,25,934.1,1011.7,22.2,22,21.9,98,26.3,9,2,5
2004,10,48,26,933.7,1010,26.8,21.8,17.6,57,20.1,9,4,8
2004,10,48,27,933.9,1011.2,22.8,20,18.5,77,22,9,24,11
2004,10,48,28,932.9,1010,23,21,20,83,23.6,9,4,7
2004,10,48,29,932.3,1009.3,23.4,20.6,19.2,77,22.2,9,2,8
2004,10,48,30,932.2,1009.6,22,20.2,19.3,85,22.4,18,4,5
2004,10,48,31,932.4,1009.6,22.4,20.4,19.4,83,22.5,18,2,5
2004,11,12,1,936,1013.8,21.6,20,19.2,86,22.2,0,0,1
2004,11,12,2,936.5,1014,23,21,20,83,23.4,9,2,1
2004,11,12,3,936.7,1014.5,21.2,19.6,18.8,86,21.7,18,2,  
2004,11,12,4,936.4,1014.2,21,20,19.5,91,22.7,9,2,4
2004,11,12,5,935.2,1013,21,17.6,15.5,71,17.6,9,2,4
2004,11,12,6,935,1013.4,19.4,19,18.8,96,21.7,36,2,4
2004,11,12,7,934.8,1012.4,21.6,21,20.7,95,24.4,0,0,2
2004,11,12,8,935.3,1013.1,21.6,20.6,20.1,91,23.5,9,2,3
2004,11,12,9,935,1012.9,21,20,19.5,91,22.7,0,0,2
2004,11,12,10,935.5,1013,22.2,20.8,20.1,88,23.5,18,2,2
2004,11,12,11,935.5,1013,23,21,20,83,23.4,0,0,3
2004,11,12,12,937.3,1015,23,21,20,83,23.4,14,2,4
2004,11,12,13,938.1,1016.1,21,20.4,20.1,95,23.5,5,2,1
2004,11,12,14,937.5,1015.5,20.2,20,19.9,98,23.2,5,2,3
2004,11,12,15,937.2,1015.2,20.2,20,19.9,100,23.2,0,0,1
2004,11,12,16,937,1014.9,21,20,19.5,91,22.7,9,2,1
2004,11,12,17,936.8,1014.3,23,20.2,18.7,77,21.6,18,2,7
2004,11,12,18,937.4,1015.3,21.6,19.6,18.5,83,21.3,36,2,2
2004,11,12,19,936.6,1014.4,20.6,17.2,15.2,71,17.2,5,2,2
2004,11,12,20,936.7,1015.1,19.8,16,13.4,67,15.4,0,0,2
2004,11,12,21,937,1015.4,19.2,16,13.9,71,15.9,0,0,3
2004,11,12,22,936.2,1014,20.6,18,16.5,77,18.8,0,0,2
2004,11,12,23,936.8,1015.2,20,17.6,16.2,79,18.4,36,2,2
2004,11,12,24,935.8,1014.2,19.4,16,14.5,73,16.5,0,0,4
2004,11,12,25,937.1,1015.7,19.4,17.2,15.9,80,18.1,5,2,3
2004,11,12,26,937,1014.9,20.7,19.4,18.9,91,21.8,32,   ,3
2004,11,12,27,937.7,1016.3,20,19.2,18.8,93,21.7,18,2,2
2004,11,12,28,939.1,1017.9,19.6,19,18.7,94,21.6,9,   ,3
2004,11,12,29,938.4,1017.2,19.2,16.6,15,76,17,5,2,3
2004,11,12,30,937.3,1016.1,19,16,14,73,16,36,2,3
2004,11,48,1,932.4,1008.7,25.2,21.4,19.5,71,22.7,0,0,6
2004,11,48,2,933.6,1010.7,23.6,21,19.7,79,22.9,9,   ,1
2004,11,48,3,933.3,1009.9,25.4,21,18.8,67,21.7,9,2,1
2004,11,48,5,932.9,1010.3,21,19,17.9,82,20.5,9,2,24
2004,11,48,6,931.8,1009.2,21.4,20.6,20.2,93,23.7,9,2,5
2004,11,48,7,931.1,1007.9,24,22,21.1,84,25,9,2,6
2004,11,48,8,932.7,1009.2,24,21,19.5,76,22.7,18,2,7
2004,11,48,9,932,1008.1,27,22,19.6,64,   ,0,0,0
2004,11,48,10,931.5,1008,25,22,20.6,76,24.3,14,2,5
2004,11,48,11,933.5,1010.3,25,21.6,19.9,74,23.2,0,0,6
2004,11,48,12,935.5,1013.3,21,20.5,20.4,96,24,9,2,5
2004,11,48,13,934.6,1011.2,26,21.2,18.8,64,21.7,9,2,5
2004,11,48,14,934.8,1011.4,26,21.2,18.8,64,21.7,9,2,6
2004,11,48,15,934.6,1011.2,21.2,20.6,18.2,65,20.9,9,2,5
2004,11,48,16,934,1010.6,26,20,16.7,56,19,9,2,1
2004,11,48,17,934.2,1010.8,26,21.6,19.4,67,22.5,0,0,2
2004,11,48,18,934.2,1010.8,25.7,20,17,60,19.4,9,2,2
2004,11,48,19,933.8,1010.6,25,18.6,14.7,53,16.7,0,0,2
2004,11,48,20,933.7,1010.3,26.6,18.2,13.2,44,15.2,0,0,2
2004,11,48,21,933.8,1014.6,25.4,18.6,14.5,51,16.5,0,0,6
2004,11,48,22,933.4,1010,25.2,19.4,16.1,57,18.3,0,0,5
2004,11,48,23,933.4,1010.5,24,20.2,18.2,70,20.9,36,2,9
2004,11,48,24,933,1009.8,25,18.6,14.7,53,16.7,5,2,  
2004,11,48,25,933.5,1009.5,26.4,19.8,16.1,53,18.3,9,2,  
2004,11,48,26,934.5,1012.1,21.4,20,19.3,88,22.4,5,   ,6
2004,11,48,27,935,1012.2,23.6,20,18.7,74,21.6,14,2,5
2004,11,48,28,936,1013.2,23.4,18.6,15.8,62,17.9,5,   ,5
2004,11,48,29,934.2,1011,24.6,18.4,14.6,54,16.6,9,   ,  
2004,11,48,30,933.3,1010.1,24.4,16.6,11.1,43,13.2,9,2,2
2004,12,12,1,936.3,1014.1,20.2,17,15,72,17,32,2,2
2004,12,12,2,938,1016.5,19.2,17.2,16,82,18.2,5,2,2
2004,12,12,3,939.6,1018.3,20,18.6,17.8,87,20.4,5,2,2
2004,12,12,4,939,1017.9,18.2,16,14.6,79,16.6,5,   ,2
2004,12,12,5,937.6,1017.3,18.2,16,14.6,79,16.6,9,2,2
2004,12,12,6,938.4,1018.1,19,17,15.8,82,17.9,9,2,2
2004,12,12,7,939,1018.2,17.4,16,15.1,86,17.1,5,2,7
2004,12,12,8,938.5,1017.2,19.4,17.2,15.9,80,18.1,32,2,3
2004,12,12,9,937.7,1015.6,20.4,18.2,16.9,81,19.3,36,2,1
2004,12,12,10,937,1016.1,17.2,16.2,15.6,90,17.7,14,2,1
