YEAR,MN,DT,MAX,MIN,AW,RF,DRNRF(hrs),DRNRF(mnts)
2003,10,26,28.5,18.5,4,0,  ,  
2003,10,27,29,17,3,0,  ,  
2003,10,28,28.5,17,3,0,0,0
2003,10,29,29.5,20,2,0,0,0
2003,10,30,30,19,3,0,0,0
2003,10,31,30,18,3,0,0,0
2003,11,1,29,18.5,2,0,  ,  
2003,11,2,30.6,19,4,0,  ,  
2003,11,3,30.5,20.5,9,0.8,  ,  
2003,11,4,29.5,19,4,4.8,  ,  
2003,11,5,29.5,17.5,2,0,0,1
2003,11,6,29.5,18.5,5,0,0,0
2003,11,7,29.5,19.5,3,0,0,0
2003,11,8,28.5,19.5,3,0,0,0
2003,11,9,27,19,3,1.8,0,30
2003,11,10,28,19.1,2,0,0,0
2003,11,11,28.5,16,4,0,  ,  
2003,11,12,27,17.5,1,0,  ,  
2003,11,13,22.5,19.1,3,0,0,0
2003,11,14,29,20.5,  ,0.6,0,0
2003,11,15,28,17.5,4,0.2,0,2
2003,11,16,29.5,17.5,2,0,0,0
2003,11,17,29.5,18.5,0,0,0,0
2003,11,18,30,18.5,3,0,0,0
2003,11,19,29.5,15,3,0,0,0
2003,11,20,27.5,16.5,2,0,0,0
2003,11,21,28.5,18.5,2,0,0,0
2003,11,23,27,16,4,0,  ,  
2003,11,24,29,17,3,0,0,0
2003,11,25,27.5,15.5,5,0,  ,  
2003,11,26,28,16.5,5,0,0,0
2003,11,27,29.5,14.5,3,0,0,0
2003,11,28,28.5,16,3,0,0,0
2003,11,29,25.5,19.5,2,0,0,0
2003,11,30,27.5,17,5,0,0,0
2003,12,1,25.5,15.5,3,0,  ,  
2003,12,2,28,14.5,3,0,0,0
2003,12,3,28,15.5,3,0,0,0
2003,12,4,27,14,3,0,0,0
2003,12,5,25.5,14,3,0,0,0
2003,12,6,28.5,14.5,4,0,0,0
2003,12,7,27,12,4,0,0,0
2003,12,8,29,13,3,0,0,0
2003,12,9,29,13.5,2,0,0,0
2003,12,10,29,12.5,4,0,0,0
2003,12,11,28.5,13.5,3,0,0,0
2003,12,12,29,16.5,3,0,0,0
2003,12,13,27,18,5,0,0,0
2003,12,14,27.5,15,6,0,0,0
2003,12,15,25.5,17,10,0,0,0
2003,12,16,26,17,7,0,0,0
2003,12,17,27,16,3,0,0,0
2003,12,18,20,18,3,0,0,0
2003,12,19,31.5,15.5,3,0,0,0
2003,12,20,30,13.5,2,0,0,0
2003,12,21,29,14,2,0,0,0
2003,12,22,28,14.5,3,0,0,0
2003,12,23,30,14.5,1,0,0,0
2003,12,24,26,17.5,2,0,0,0
2003,12,25,21,18,4,2,  ,  
2003,12,26,26.5,18.5,3,0,0,0
2003,12,27,30.5,18,5,0,0,0
2003,12,28,28.5,18,5,0,0,0
2003,12,29,30,17.5,4,0,0,0
2003,12,30,19.5,17,6,0,0,0
2003,12,31,27,18,4,0,0,0
2004,1,1,27,17.7,4,0,0,0
2004,1,2,29,17,2,0,0,0
2004,1,3,28,13,4,0,0,0
2004,1,4,27.5,12.5,3,0,0,0
2004,1,5,28.5,14,3,0,0,0
2004,1,6,28,16,2,0,0,0
2004,1,7,27.5,18,5,0,0,0
2004,1,8,26,14.5,3,0,0,0
2004,1,9,28,14.5,4,0,0,0
2004,1,10,26.6,12.5,2,0,0,0
2004,1,11,28.5,13,5,0,0,0
2004,1,12,29.5,13,2,0,0,0
2004,1,13,28,11.5,2,0,0,0
2004,1,14,29,12,2,0,0,0
2004,1,15,31,12.5,2,0,0,0
2004,1,16,31,13.5,4,0,0,0
2004,1,17,30.5,12,3,0,0,0
2004,1,18,30.5,13.5,4,0,0,0
2004,1,19,31,14.5,2,0,0,0
2004,1,20,31,15.5,6,0,  ,  
2004,1,21,30.5,15.5,6,0,0,0
2004,1,22,30.5,16.5,6,0,0,0
2004,1,23,30.5,18.2,7,0,0,0
2004,1,24,32,19.5,7,0,0,0
2004,1,25,30,18,6,0,0,0
2004,1,26,31,18.5,6,0,0,0
2004,1,27,31.5,20.2,2,0,0,0
2004,1,29,30,18,11,0,0,0
2004,1,30,30.5,18.5,7,0,0,0
2004,1,31,31,19,6,0,  ,  
2004,2,1,32,20,8,0,0,0
2004,2,2,32.2,16.5,5,0,0,0
2004,2,3,30,15,6,0,0,0
2004,2,4,31,16,6,0,0,0
2004,2,5,31.7,18,6,0,0,0
2004,2,6,32,18.5,7,0,0,0
2004,2,7,33,20.5,5,0,0,0
2004,2,8,31,17.5,3,0.5,1,2
2004,2,9,30.5,16.6,4,0,0,0
2004,2,10,30.5,16,5,0,0,0
2004,2,11,30,14,4,0,0,0
2004,2,12,30,14.5,4,0,0,0
2004,2,13,30,14.5,5,0,0,0
2004,2,14,30.2,14.8,5,0,0,0
2004,2,15,30.5,14.5,5,0,0,0
2004,2,16,30.2,14,4,0,0,0
2004,2,17,31,14.5,3,0,0,0
2004,2,18,31.5,16.5,3,0,0,0
2004,2,19,31.5,17,6,0,0,0
2004,2,20,32.5,18,5,0,0,0
2004,2,21,32.8,15.8,5,0,0,0
2004,2,22,33.5,16,6,0,0,0
2004,2,23,33.2,15,6,0,0,0
2004,2,24,34,17.5,  ,0,0,0
2004,2,25,34.2,17.5,6,0,0,0
2004,2,26,34.2,15.8,6,0,0,0
2004,2,27,34.4,18,6,0,0,0
2004,2,28,34,15.6,5,0,0,0
2004,2,29,34.5,15.5,5,0,0,0
2004,3,1,35.1,16.5,6,0,0,0
2004,3,2,35.5,17,  ,0,0,0
2004,3,3,35.5,18.8,8,0,0,0
2004,3,4,35.5,17,8,0,0,0
2004,3,5,35,16.5,  ,0,0,0
2004,3,6,36,15.5,8,0,0,0
2004,3,7,36,17,  ,0,0,0
2004,3,8,36.5,17.5,  ,0,0,0
2004,3,9,33.5,19,7,0,0,0
2004,3,10,33.5,16.2,7,0,0,0
2004,3,11,33,17.5,  ,0,0,0
2004,3,12,34,16.5,7,0,0,0
2004,3,13,35,16.5,7,0,0,0
2004,3,14,35,19.5,6,0,0,0
2004,3,15,35.5,17.5,8,0,0,0
2004,3,16,36.5,20.5,6,0,0,0
2004,3,17,37,20.6,  ,0,0,0
2004,3,18,37.5,19,8,0,0,0
2004,3,19,38,19,6,0,0,0
2004,3,20,38,20,6,0,0,0
2004,3,21,38.5,20.8,6,0,0,0
2004,3,22,38,21,5,0,0,0
2004,3,23,38,20.5,6,0,0,0
2004,3,24,38,23.5,6,0,0,0
2004,3,25,37,21.6,5,0,0,0
2004,3,26,37.8,21,5,0,0,0
2004,3,27,37.5,20,6,0,0,0
2004,3,28,34.5,20.5,8,0,0,0
2004,3,29,35,21.5,8,0,0,0
2004,3,30,36.5,23,8,0,0,0
2004,3,31,34.5,21.8,10,0.6,0,7
2004,4,1,36,23.5,7,,  ,  
2004,4,2,30.5,21.5,  ,,  ,  
2004,4,3,35,22.3,4,,0,0
2004,4,4,36,23,6,,0,0
2004,4,5,35,20.5,7,,0,0
2004,4,6,34.5,23,6,,0,0
2004,4,8,34.5,21,5,,0,0
2004,4,9,35.6,21.4,6,,0,0
2004,4,10,37,23,7,,0,0
2004,4,12,37.5,20,8,,0,0
2004,4,13,38,21,6,,0,0
2004,4,14,39.5,22,6,,0,0
2004,4,15,39,24,5,,0,0
2004,4,16,38.5,25,6,,0,30
2004,4,17,38,29,7,,0,0
2004,4,18,39.5,26,7,,0,0
2004,4,19,38.5,24,5,,0,0
2004,4,20,38.5,29,9,,0,0
2004,4,21,38.5,23,7,,0,0
2004,4,22,38,23.5,8,,0,0
2004,4,23,37,23,7,,0,0
2004,4,24,38,23,5,,0,0
2004,4,25,36.5,21,6,,0,0
2004,4,26,35.5,22,6,,0,0
2004,4,27,37,22,6,,0,0
2004,4,28,35.5,23,5,,0,0
2004,4,29,38,23,8,,0,0
2004,4,30,38,23,6,,0,0
2004,5,1,36,21.5,7,0,0,0
2004,5,2,36,21,6,0,0,0
2004,5,3,36,21.5,7,2.5,0,45
2004,5,4,26.5,20,7,52,  ,  
2004,5,5,27.5,21.5,  ,23.6,2,36
2004,5,6,25.5,20.5,  ,8,  ,  
2004,5,7,30.5,20.8,5,12.4,1,10
2004,5,8,31,20,6,7.2,0,22
2004,5,9,30.6,21,5,0,0,0
2004,5,10,32.5,27.5,5,0,0,0
2004,5,11,33.5,22.5,7,0,0,0
2004,5,12,34,23,7,0,0,0
2004,5,13,34.5,23.5,0,0,0,0
2004,5,14,35,24.5,7,0,0,0
2004,5,16,32.5,21.5,8,0,0,0
2004,5,17,31.5,21.5,8,8.1,0,0
2004,5,18,30,22,8,0,0,0
2004,5,19,30.5,22,6,0,0,0
2004,5,20,33,22,18,2.2,0,0
2004,5,21,32,21.5,11,0,0,0
2004,5,22,33.5,22,9,0,0,0
2004,5,23,34.5,22,2,0,0,0
2004,5,24,34.5,20,7,12.8,2,10
2004,5,25,32.5,20,7,7,0,35
2004,5,26,31.5,21,5,0,0,0
2004,5,27,32.5,21.5,7,0,0,0
2004,5,28,33,19.5,6,16.2,1,0
2004,5,29,31,21.5,5,0,0,0
2004,5,30,33,18.5,6,30.6,2,40
2004,5,31,30.5,22.5,2,0,0,0
2004,6,1,31.5,18.5,4,4.7,1,0
2004,6,2,32,21,5,0,0,0
2004,6,3,32,21.5,7,0,0,0
2004,6,4,32.8,22,7,0,0,0
2004,6,5,32.5,22.5,0,0,0,0
2004,6,6,31.5,22,9,0,  ,  
2004,6,8,32.5,21.5,8,0,0,0
2004,6,9,32.5,21.5,7,0,0,0
2004,6,10,31,22,9,0,0,0
2004,6,11,30.5,20,7,13.2,1,15
2004,6,12,29.5,21.5,8,0.2,0,20
2004,6,13,29.5,22,9,0,0,0
2004,6,14,31,21.5,10,0,0,0
2004,6,15,30.5,21.5,16,0.2,0,15
2004,6,16,31,21.5,12,0,0,0
2004,6,17,31.5,20.5,12,0,0,0
2004,6,18,32,21.5,13,0,  ,  
2004,6,19,32.5,21,10,,0,0
2004,6,20,33.5,20.5,12,0,0,0
2004,6,21,34,21,8,0,0,0
2004,6,22,32.5,20.5,12,,0,0
2004,6,23,33.5,21,8,0,0,0
2004,6,24,33,21.5,6,0,0,0
2004,6,25,33,21,9,0,0,0
2004,6,26,33.5,22,9,0,0,0
2004,6,27,33.5,21,9,,  ,  
2004,6,28,33,21.5,10,0,  ,  
2004,6,29,34,21.5,9,0,0,0
2004,6,30,32.5,21.5,10,0,0,0
2004,7,1,32.5,21.5,12,0,0,7
2004,7,2,32.4,21.5,10,0.8,0,5
2004,7,3,31.5,21,7,2.8,0,17
2004,7,4,30.5,21,11,0.2,0,2
2004,7,5,33,21,6,0,0,0
2004,7,6,32,20.5,5,1.8,0,5
2004,7,7,33,20,7,7.8,1,25
2004,7,9,31,18,4,29.2,2,20
2004,7,10,30.5,19,6,0,0,20
2004,7,11,29.5,20.5,4,0,0,0
2004,7,13,25.5,18,7,14.6,4,20
2004,7,15,27,20,9,0,0,0
2004,7,16,28.5,20,7,0,0,0
2004,7,17,31,19.8,6,0,  ,  
2004,7,18,33,22,3,0,0,0
2004,7,19,36.5,20.5,5,0.5,0,2
2004,7,20,33.5,21.5,4,0,0,0
2004,7,21,32,21.5,7,0,0,0
2004,7,22,31.5,21,10,0,0,0
2004,7,23,31.5,22.5,8,2.2,0,5
2004,7,24,28.5,22,12,0,0,0
2004,7,25,29.5,22.5,9,1.8,0,20
2004,7,26,28.5,22,10,0.2,0,2
2004,7,27,29.8,22.5,11,0,0,0
2004,7,28,31.2,21.5,9,2.5,0,15
2004,7,29,30.8,21.5,9,1.8,0,13
2004,7,30,28.8,21.5,6,0,0,0
2004,7,31,31.5,22,6,2.8,0,35
2004,8,1,29.5,22,8,0,0,0
2004,8,2,30,22.5,10,0,  ,  
2004,8,3,30.2,22.8,12,0,  ,  
2004,8,4,29.2,21.5,15,0.8,  ,  
2004,8,5,29.2,22.2,8,0,0,0
2004,8,6,32,21.5,7,2.2,  ,  
2004,8,7,32,22,8,6.5,  ,  
2004,8,8,29,21.8,7,0,0,0
2004,8,9,31,24.5,9,0,0,0
2004,8,10,32.5,21.8,10,0,0,0
2004,8,11,31.5,24.8,8,0,0,0
2004,8,12,31.8,22.5,9,0,2,0
2004,8,13,32.5,22.8,10,0.8,  ,  
2004,8,14,30,22,9,2.2,1,10
2004,8,15,30.5,22,7,0,0,0
2004,8,16,32.2,21.8,11,0,0,0
2004,8,17,32,21.5,10,0,0,0
2004,8,18,33,22,10,0,0,0
2004,8,19,32,22.8,10,0,0,0
2004,8,20,32,22.5,13,0,0,0
2004,8,21,31.8,22,12,0,0,0
2004,8,22,30.5,21.5,11,0,0,0
2004,8,23,31.8,22,11,0,0,0
2004,8,24,32.5,21.8,  ,0,0,0
2004,8,25,33.5,21.5,10,,0,0
2004,8,26,34,21.8,7,0,0,0
2004,8,27,33,22.5,10,0,0,0
2004,8,28,33,22,9,0,0,0
2004,8,29,33,22,11,0,0,0
2004,8,30,31.2,22.5,9,0,0,0
2004,8,31,33.2,22.5,12,0,0,0
2004,9,1,32.2,22,10,0,0,0
2004,9,2,33.2,22.5,7,0,0,0
2004,9,3,34.5,23,5,0.6,0,5
2004,9,4,35.2,21,6,30.6,4,15
2004,9,5,29.2,21.5,7,12.2,0,45
2004,9,7,28.2,20,5,10.6,1,35
2004,9,8,29.2,22,5,0,0,0
2004,9,9,29.2,21.5,3,0,0,0
2004,9,12,27.5,21,9,0,0,0
2004,9,13,29.5,21.5,7,0,0,2
2004,9,14,30,21,5,0,0,0
2004,9,15,31.5,21,5,12.2,2,7
2004,9,16,29,21.8,7,0,0,0
2004,9,17,30,20.5,3,0,0,0
2004,9,18,31,22.5,6,0,0,0
2004,9,19,31.7,23,4,0,0,0
2004,9,20,30.7,21.5,6,7.6,0,35
2004,9,21,29,21.8,5,1,0,8
2004,9,22,29.5,21,3,0,0,0
2004,9,23,31.8,20.2,2,26.2,0,27
2004,9,24,30,22,2,0.8,0,30
2004,9,25,27,20.5,2,0,0,0
2004,9,26,30.5,21,4,0,0,0
2004,9,27,30.2,20,5,0,0,0
2004,9,28,28,20,4,0,0,2
2004,9,29,27.5,21,3,0.8,0,0
2004,9,30,28,21,3,0,0,0
2004,10,1,31.5,20.5,4,12.4,4,0
2004,10,2,29.2,20.8,8,0.8,0,5
2004,10,3,26,21,4,0,  ,  
2004,10,4,26.5,21.5,6,0,  ,  
2004,10,5,23.6,21.5,9,0,  ,  
2004,10,6,22.5,20.8,7,0,  ,  
2004,10,7,29.5,19.5,5,0,  ,  
2004,10,8,30.5,19,3,0,  ,  
2004,10,10,31.8,20.8,4,0,  ,  
2004,10,11,32,22,5,0,  ,  
2004,10,12,32,21,5,0,  ,  
2004,10,13,32,20.5,3,0,  ,  
2004,10,14,32.5,21,4,0,  ,  
2004,10,15,32.5,20.5,4,0,  ,  
2004,10,16,31.8,21,4,77.4,  ,  
2004,10,17,29.8,20,3,19.4,  ,  
2004,10,18,29.8,21,4,0,  ,  
2004,10,19,27,19,5,16,  ,  
2004,10,20,27.5,19,3,0,  ,  
2004,10,21,29,19,4,0,  ,  
2004,10,22,25,19,3,0,  ,  
2004,10,23,29.5,20,4,1.2,  ,  
2004,10,25,29.5,18.2,6,0,  ,  
2004,10,26,29,18.8,2,5.6,  ,  
2004,10,27,29,19,4,0,  ,  
2004,10,28,28.5,18.5,3,5,  ,  
2004,10,30,35,19,6,1.2,  ,  
2004,11,1,24,19,2,0.2,0,2
2004,11,2,28,19,3,0,0,0
2004,11,3,28,17,4,0,0,2
2004,11,4,23,18.5,4,0,0,0
2004,11,5,27.7,17.5,4,0,  ,  
2004,11,6,23.5,17.5,4,0.2,4,18
2004,11,7,22.2,19.5,3,0.6,0,25
2004,11,8,23.6,19.8,4,5.2,1,5
2004,11,9,26.8,17.5,4,0,0,0
2004,11,10,29.2,19,3,0,0,0
2004,11,11,25.5,19,2,0,  ,  
2004,11,12,29,19.5,  ,0.5,0,2
2004,11,13,27.2,18.5,3,2.5,0,27
2004,11,14,28.2,16.8,  ,0,  ,  
2004,11,15,27.2,17.8,3,0,0,0
2004,11,16,28.5,17,3,0,0,0
2004,11,17,29.4,17,3,0,0,0
2004,11,18,29,17.5,3,0,0,0
2004,11,19,28.5,14,3,0,0,0
2004,11,20,28,12,0,0,0,0
2004,11,21,28.5,13.5,2,0,0,0
2004,11,22,28.8,15,4,0,0,0
2004,11,23,29.2,16,3,0,0,0
2004,11,24,29,15,4,0,0,0
2004,11,25,28.6,14.5,3,0,0,0
2004,11,26,23,17.5,2,0,0,0
2004,11,27,26.2,18,3,2.2,1,1
2004,11,28,25.2,15.5,  ,0,0,0
2004,11,29,25.6,14,2,0,0,0
2004,11,30,27.2,23.2,2,0,0,0
2004,12,1,28,13,2,0,0,0
2004,12,2,28.2,15,3,0,0,0
2004,12,3,27.2,15.5,2,0,0,0
2004,12,4,28,13.5,4,0,0,0
2004,12,5,27,13,3,0,  ,  
2004,12,6,28.4,13,3,0,0,0
2004,12,7,27.5,12.5,3,0,0,0
2004,12,8,27.6,14,5,0,0,0
2004,12,9,27,17,3,0,0,0
2004,12,10,29.5,13,3,0,0,0
2004,12,11,28,15,3,0,0,0
2004,12,13,26.5,15.5,5,0,0,0
2004,12,14,26.5,16,2,0,0,0
2004,12,15,28.2,14,4,0,0,0
2004,12,16,28,13.5,3,0,0,0
2004,12,17,28.8,13,3,0,0,0
2004,12,18,28,14,2,0,0,0
2004,12,19,28.5,12,3,0,0,0
2004,12,20,29.5,13.5,4,0,  ,  
2004,12,21,29.5,13,3,0,0,0
2004,12,22,29,13.5,3,0,0,0
2004,12,23,29.5,14,3,0,0,0
2004,12,24,30.5,15,3,0,0,0
2004,12,25,29.2,15.5,4,0,0,0
2004,12,26,28.2,13,2,0,0,0
2004,12,27,28.2,13,4,0,0,0
2004,12,28,29.8,14.5,5,0,0,0
2004,12,29,29,16,4,0,0,0
2004,12,30,27.5,15.5,5,0,0,0
2004,12,31,28.5,15,4,0,0,0
2005,1,1,31,17.5,5,0,0,0
2005,1,2,30.2,17,8,0,0,0
2005,1,3,30.2,18,7,0,  ,  
2005,1,4,30,17,2,0,0,0
2005,1,5,29.8,14,4,0,  ,  
2005,1,6,30,13.5,2,0,0,0
2005,1,7,30,13.5,5,0,0,0
2005,1,8,29.5,14,4,0,  ,  
2005,1,9,28.5,13,5,0,0,0
2005,1,10,28.5,12,3,0,0,0
2005,1,12,31.8,14.5,4,0,0,0
2005,1,13,31.2,14,4,0,0,0
2005,1,14,29.8,13.5,4,0,0,0
2005,1,15,29.8,13,4,0,0,0
2005,1,16,29,13,7,0,0,0
2005,1,17,30,16,6,0,0,0
2005,1,18,31,17.5,6,0,0,0
2005,1,19,32,18.5,6,0,0,0
2005,1,20,30.5,16,6,0,0,0
2005,1,21,30.2,15,6,0,0,0
2005,1,22,31,17.5,6,0,0,0
2005,1,23,29.2,18,7,0,0,0
2005,1,24,30,17,5,0,0,0
2005,1,25,32.7,18,7,0,  ,  
2005,1,26,32,17,7,0,0,0
2005,1,28,32.5,18.5,7,0,0,0
2005,1,29,30.5,17,6,0,0,0
2005,1,30,30.5,17.5,9,0,0,0
2005,1,31,30,18.5,7,0,0,0
2005,2,1,26.5,18.5,5,0,0,0
2005,2,2,29.5,17.5,2,43.2,0,25
2005,2,3,26,15,2,0,0,0
2005,2,4,29.5,15.5,2,6.5,0,35
2005,2,5,25.5,15.5,4,0,0,0
2005,2,6,29.2,10.8,4,0,0,0
2005,2,7,30,15,3,0,0,0
2005,2,8,30,14,4,0,0,0
2005,2,9,28.8,14.5,4,0,0,0
2005,2,10,31,13.5,4,0,0,0
2005,2,11,31.2,14,7,0,0,0
2005,2,12,31.2,14,7,0,0,0
2005,2,13,32,13.5,2,0,0,0
2005,2,14,32.5,15,5,0,0,0
2005,2,15,34,16.5,5,0,0,0
2005,2,16,35.5,19,5,0,0,0
2005,2,17,36.5,17,4,0,0,0
2005,2,18,36.8,16.5,5,0,0,0
2005,2,19,35.5,16,6,0,0,0
2005,2,20,35.2,18.5,9,0,0,0
2005,2,21,34,15.5,8,0,0,0
2005,2,22,33,19,8,0,0,0
2005,2,23,31.2,18,6,0,0,0
2005,2,24,33.5,18.5,7,0,0,0
2005,2,25,34,20,7,0,0,0
2005,2,26,34.2,19.8,7,0,0,0
2005,2,27,34.2,18,6,0,0,0
2005,2,28,34.5,18.5,7,0,0,0
2005,3,1,34.5,16,8,0,0,0
2005,3,2,34,,5,0,0,0
2005,3,3,34.2,15.5,8,0,0,0
2005,3,4,35,16,7,0,0,0
2005,3,5,34.5,17,7,0,0,0
2005,3,6,35,19.5,8,0,0,0
2005,3,7,34.5,18,7,0,0,0
2005,3,8,35,19.5,9,0,0,0
2005,3,9,34,19,9,0,0,0
2005,3,10,34,19.5,7,0,  ,  
2005,3,11,33,20,5,12.2,0,30
2005,3,12,34,21.8,5,0,0,0
2005,3,13,35,21,6,0,0,0
2005,3,14,34,19.5,5,5.4,0,55
2005,3,15,34,18.5,6,0,0,0
2005,3,16,33,18,6,0,0,0
2005,3,17,34.5,18.5,7,0,0,0
2005,3,18,34,16.5,4,0,0,0
2005,3,19,35,16.5,6,0,0,0
2005,3,20,35,17,7,0,0,0
2005,3,22,36.7,18,6,0,0,0
2005,3,23,37,20,6,0,0,0
2005,3,24,37,21,5,0,0,0
2005,3,25,35,21.5,7,0,0,0
2005,3,26,36.7,,2,0,0,0
2005,3,27,36.2,22.5,1,0,0,0
2005,3,28,37,21,3,0,0,0
2005,3,29,36.5,22.5,  ,0,0,0
2005,3,30,36,22,1,0,0,0
2005,3,31,37.5,23.5,2,0,0,0
2005,4,1,34,21.5,1,0.6,0,15
2005,4,2,37,20.5,3,0,0,0
2005,4,3,35.5,19.8,3,0,0,0
2005,4,4,35,21,4,0,0,0
2005,4,5,34,21,2,1.6,0,15
2005,4,6,29,19.8,0,11.2,3,45
2005,4,7,30,21,2,0,0,0
2005,4,9,34.5,22,2,0,0,0
2005,4,10,35,22.5,2,0,0,0
2005,4,11,35,21.5,7,0.2,0,0
2005,4,12,33,22,1,0,0,0
2005,4,13,35,21,5,0,0,0
2005,4,14,35,21.5,4,0,0,0
2005,4,15,35.5,22,5,0.2,  ,  
2005,4,16,37,21,2,0,0,0
2005,4,17,37,20.5,5,0,0,0
2005,4,18,38,20.5,5,0,0,0
2005,4,19,38,22,8,0,0,0
2005,4,20,37,21,7,0,0,0
2005,4,21,36.5,20.5,8,0,0,0
2005,4,23,37.5,22,6,0,0,0
2005,4,24,37.5,22.5,6,0,0,0
2005,4,25,35,22,5,2,0,0
2005,4,26,37,22,6,0,0,0
2005,4,27,37,22.5,5,0.6,0,15
2005,4,28,35,22,5,5.6,0,0
2005,4,29,32.5,20,6,8,1,40
2005,4,30,36.5,23,6,0,0,0
2005,6,1,32.8,22,4,2,0,30
2005,6,2,35,23,7,0,0,0
2005,6,3,35,23.5,9,0,0,0
2005,6,4,35.5,23.5,6,0,0,9
2005,6,5,37.2,21.5,8,2.8,0,7
2005,6,6,36,22,8,0,0,0
2005,6,7,35.5,22.5,6,0,0,0
2005,6,8,35.5,22,6,0,  ,  
2005,6,9,33.5,22.5,6,0,0,52
2005,6,11,34,22,10,0,0,0
2005,6,12,33.2,23,10,0,  ,  
2005,6,13,34,23,10,0,0,0
2005,6,14,35.2,20,8,5.2,0,15
2005,6,15,33.5,22,6,,0,0
2005,6,16,35,22,7,0,0,0
2005,6,17,34.5,22,8,0,0,0
2005,6,18,35,22.5,11,0,0,0
2005,6,19,34,22,0,0,  ,  
2005,6,20,34.5,21.5,9,0,0,0
2005,6,22,29,20.5,10,0,0,0
2005,6,23,31,21,8,0,0,0
2005,6,24,32.5,21,10,0,0,0
2005,6,25,32.5,21,9,1.2,0,5
2005,6,26,31.5,21,9,0,0,0
2005,6,27,30.5,20,5,0,0,0
2005,6,28,32,21,11,0,0,0
2005,6,29,31.2,21.5,13,0,0,0
2005,6,30,32,21,10,0,0,0
2005,7,1,32,22.5,9,0,0,0
2005,7,2,32,21,5,0.6,  ,  
2005,7,3,32,20,9,0,0,0
2005,7,4,33.5,19.8,8,2.8,0,25
2005,7,5,32.5,21,9,0,0,0
2005,7,6,32,21.5,11,0,0,0
2005,7,7,32.7,21,10,0,0,0
2005,7,8,32.2,21,6,0,0,0
2005,7,9,32,21.5,9,0,0,0
2005,7,10,31.2,21,9,0,0,0
2005,7,11,34,22,8,0,0,0
2005,7,12,34,20.5,9,0,0,0
2005,7,13,33.5,20,9,7,0,32
2005,7,14,32,20.5,9,0,0,0
2005,7,15,33.5,18.5,3,7.4,1,32
2005,7,18,29.5,19,2,4.8,0,57
2005,7,19,32,21,3,4,0,30
2005,7,22,31,20.2,9,0,0,0
2005,7,23,29,21,9,0,0,0
2005,7,24,28.8,18.5,8,10.4,0,40
2005,7,26,27,18.5,12,4.2,0,31
2005,7,27,23,19,8,3.6,0,35
2005,7,28,29.2,19.5,7,12.8,0,14
2005,7,29,30.2,20,11,0,0,0
2005,7,30,29,19.5,5,0,0,0
2005,7,31,30,20,11,0,0,0
2005,8,1,30,20,9,0,0,0
2005,8,2,29.8,21,10,0,0,0
2005,8,3,30,20,9,0,0,0
2005,8,4,30,20,8,0,0,0
2005,8,5,27.2,19.5,6,0,0,0
2005,8,6,29.8,19,8,0,0,0
2005,8,7,31,18.5,8,0,0,0
2005,8,8,31.2,19,8,0,0,0
2005,8,9,30.2,21.5,6,0,0,0
2005,8,10,29.5,21.5,5,5.2,3,25
2005,8,11,30.5,22,10,0.9,0,2
2005,8,12,29.5,22.5,10,0,0,0
2005,8,13,30.2,22.5,12,0,0,0
2005,8,14,31.2,22.5,10,0,0,20
2005,8,15,31,23.5,9,0,0,0
2005,8,16,30.8,21.5,8,1.5,0,5
2005,8,17,29,21.5,11,0,0,0
2005,8,18,30.2,22.5,9,0,0,0
2005,8,19,32.2,22.5,11,0,0,0
2005,8,20,32,21.5,9,0,0,0
2005,8,21,32.5,21,7,0,0,0
2005,8,22,32,22.5,4,0,0,0
2005,8,23,32.2,22.5,6,0,0,0
2005,8,24,31,20,3,0,8,47
2005,8,25,28.6,22,4,2.2,0,10
2005,8,27,29.5,22,5,0,0,0
2005,8,29,32,20.8,2,5.2,0,18
2005,8,30,32.5,20.6,3,3.8,1,30
2005,8,31,31,20.2,6,78.4,3,0
2005,9,1,29,21.8,1,0,0,0
2005,9,2,31,22,2,0,0,0
2005,9,3,31,21,2,29,1,55
2005,9,4,30,21,2,23,1,20
2005,9,6,30,20.5,7,64.6,3,20
2005,9,8,29.5,21,3,1.2,0,30
2005,9,9,30.7,21.2,4,1.4,0,45
2005,9,10,29.5,22,5,3.2,0,10
2005,9,11,29.2,21,5,14,1,10
2005,9,12,29,21.5,7,0,0,0
2005,9,13,29.2,21.5,7,1.2,0,5
2005,9,14,29.2,21.8,8,0,0,0
2005,9,15,29,21,2,0,0,0
2005,9,16,29.2,22,5,0,0,0
2005,9,17,31,20.5,6,0,0,0
2005,9,18,31,21,9,,0,0
2005,9,19,30,21.5,13,0,0,0
2005,9,20,28,21.5,13,0,0,0
2005,9,21,27.5,20.5,10,0,0,0
2005,9,22,31.5,21,8,0,0,0
2005,9,23,31.5,20.5,3,0,0,0
2005,9,24,32,20,4,0,0,0
2005,9,25,32.5,22,1,0,0,0
2005,9,26,31,20.5,5,0,0,0
2005,9,27,31.5,21.8,5,0,0,0
2005,9,28,30.5,20.5,9,2.2,0,25
2005,9,29,31,22,1,0,  ,  
2005,9,30,29.5,21,2,0,0,0
2005,10,1,30.6,19.5,1,3.8,0,15
2005,10,2,29.5,20.5,4,0,0,0
2005,10,3,31.5,21.5,1,0,0,0
2005,10,4,32.5,21.5,3,0.4,0,15
2005,10,6,29.5,21,2,0,0,0
2005,10,7,31,21.5,4,0,  ,  
